variable_name,units,comp_env,value,data_reference
E_common_carotid_R6_B,J_per_m3,systemic,0.4e+6,ADAN_86
r_common_carotid_R6_C,metre,systemic,3.64938e-03,ADAN_86
l_common_carotid_R6_C,metre,systemic,27.0844e-03,ADAN_86
theta_common_carotid_R6_C,dimensionless,systemic,0,defined_by_user
E_common_carotid_R6_C,J_per_m3,systemic,0.4e+6,ADAN_86
r_external_carotid_L62,metre,systemic,2.26547e-03,ADAN_86
l_external_carotid_L62,metre,systemic,61.0127e-03,ADAN_86
theta_external_carotid_L62,dimensionless,systemic,0,defined_by_user
E_external_carotid_L62,J_per_m3,systemic,0.8e+6,ADAN_86
r_external_carotid_R26,metre,systemic,2.26547e-03,ADAN_86
l_external_carotid_R26,metre,systemic,61.0125e-03,ADAN_86
theta_external_carotid_R26,dimensionless,systemic,0,defined_by_user
E_external_carotid_R26,J_per_m3,systemic,0.8e+6,ADAN_86
r_internal_carotid_L50_A,metre,systemic,2.53763e-03,ADAN_86
l_internal_carotid_L50_A,metre,systemic,45.036e-03,ADAN_86
theta_internal_carotid_L50_A,dimensionless,systemic,0,defined_by_user
E_internal_carotid_L50_A,J_per_m3,systemic,0.8e+6,ADAN_86
r_internal_carotid_L50_B,metre,systemic,2.04793e-03,ADAN_86
l_internal_carotid_L50_B,metre,systemic,45.036e-03,ADAN_86
theta_internal_carotid_L50_B,dimensionless,systemic,0,defined_by_user
E_internal_carotid_L50_B,J_per_m3,systemic,0.8e+6,ADAN_86
r_internal_carotid_L50_C,metre,systemic,1.56726e-03,ADAN_86
l_internal_carotid_L50_C,metre,systemic,45.036e-03,ADAN_86
theta_internal_carotid_L50_C,dimensionless,systemic,0,defined_by_user
E_internal_carotid_L50_C,J_per_m3,systemic,1.6e+6,ADAN_86
r_internal_carotid_R8_A,metre,systemic,2.53763e-03,ADAN_86
l_internal_carotid_R8_A,metre,systemic,45.036e-03,ADAN_86
theta_internal_carotid_R8_A,dimensionless,systemic,0,defined_by_user
E_internal_carotid_R8_A,J_per_m3,systemic,0.8e+6,ADAN_86
r_internal_carotid_R8_B,metre,systemic,2.04793e-03,ADAN_86
l_internal_carotid_R8_B,metre,systemic,45.036e-03,ADAN_86
theta_internal_carotid_R8_B,dimensionless,systemic,0,defined_by_user
E_internal_carotid_R8_B,J_per_m3,systemic,0.8e+6,ADAN_86
r_internal_carotid_R8_C,metre,systemic,1.56726e-03,ADAN_86
l_internal_carotid_R8_C,metre,systemic,45.036e-03,ADAN_86
theta_internal_carotid_R8_C,dimensionless,systemic,0,defined_by_user
E_internal_carotid_R8_C,J_per_m3,systemic,1.6e+6,ADAN_86
r_posterior_communicating_L8,metre,systemic,0.0494463e-2,ADAN_218
l_posterior_communicating_L8,metre,systemic,1.65974e-2,ADAN_218
theta_posterior_communicating_L8,dimensionless,systemic,90,defined_by_user
E_posterior_communicating_L8,J_per_m3,systemic,1.6e+6,ADAN_218
r_posterior_communicating_R206,metre,systemic,0.0494463e-2,ADAN_218
l_posterior_communicating_R206,metre,systemic,1.6597e-2,ADAN_218
theta_posterior_communicating_R206,dimensionless,systemic,90,defined_by_user
E_posterior_communicating_R206,J_per_m3,systemic,1.6e+6,ADAN_218
r_internal_carotid_L112,metre,systemic,0.132843e-2,ADAN_218
l_internal_carotid_L112,metre,systemic,0.196966e-2,ADAN_218
theta_internal_carotid_L112,dimensionless,systemic,90,defined_by_user
E_internal_carotid_L112,J_per_m3,systemic,1.6e+6,ADAN_218
r_internal_carotid_R48,metre,systemic,0.132843e-2,ADAN_218
l_internal_carotid_R48,metre,systemic,0.196955e-2,ADAN_218
theta_internal_carotid_R48,dimensionless,systemic,90,defined_by_user
E_internal_carotid_R48,J_per_m3,systemic,1.6e+6,ADAN_218
r_middle_cerebral_L114,metre,systemic,0.104132e-2,ADAN_218
l_middle_cerebral_L114,metre,systemic,0.182233e-2,ADAN_218
theta_middle_cerebral_L114,dimensionless,systemic,90,defined_by_user
E_middle_cerebral_L114,J_per_m3,systemic,1.6e+6,ADAN_218
r_middle_cerebral_R52,metre,systemic,0.104132e-2,ADAN_218
l_middle_cerebral_R52,metre,systemic,0.182229e-2,ADAN_218
theta_middle_cerebral_R52,dimensionless,systemic,90,defined_by_user
E_middle_cerebral_R52,J_per_m3,systemic,1.6e+6,ADAN_218
r_anterior_cerebral_L110,metre,systemic,0.0965045e-2,ADAN_218
l_anterior_cerebral_L110,metre,systemic,1.05951e-2,ADAN_218
theta_anterior_cerebral_L110,dimensionless,systemic,90,defined_by_user
E_anterior_cerebral_L110,J_per_m3,systemic,1.6e+6,ADAN_218
r_anterior_cerebral_R46,metre,systemic,0.0965045e-2,ADAN_218
l_anterior_cerebral_R46,metre,systemic,1.05945e-2,ADAN_218
theta_anterior_cerebral_R46,dimensionless,systemic,90,defined_by_user
E_anterior_cerebral_R46,J_per_m3,systemic,1.6e+6,ADAN_218
r_anterior_cerebral_R238,metre,systemic,0.0965045e-2,ADAN_218
l_anterior_cerebral_R238,metre,systemic,0.114733e-2,ADAN_218
theta_anterior_cerebral_R238,dimensionless,systemic,90,defined_by_user
E_anterior_cerebral_R238,J_per_m3,systemic,1.6e+6,ADAN_218
r_anterior_cerebral_L42,metre,systemic,0.0965045e-2,ADAN_218
l_anterior_cerebral_L42,metre,systemic,0.114668e-2,ADAN_218
theta_anterior_cerebral_L42,dimensionless,systemic,90,defined_by_user
E_anterior_cerebral_L42,J_per_m3,systemic,1.6e+6,ADAN_218
r_anterior_communicating_C44,metre,systemic,0.0656645e-2,ADAN_218
l_anterior_communicating_C44,metre,systemic,0.565531e-2,ADAN_218
theta_anterior_communicating_C44,dimensionless,systemic,90,defined_by_user
E_anterior_communicating_C44,J_per_m3,systemic,1.6e+6,ADAN_218
r_vertebral_L2,metre,systemic,0.133527e-2,ADAN_86
l_vertebral_L2,metre,systemic,20.9765e-2,ADAN_86
theta_vertebral_L2,dimensionless,systemic,0,defined_by_user
E_vertebral_L2,J_per_m3,systemic,0.8e+6,ADAN_86
r_subclavian_R28,metre,systemic,4.52027e-03,ADAN_86
l_subclavian_R28,metre,systemic,15.7469e-03,ADAN_86
theta_subclavian_R28,dimensionless,systemic,90,defined_by_user
E_subclavian_R28,J_per_m3,systemic,0.4e+6,ADAN_86
r_subclavian_R30,metre,systemic,3.32268e-03,ADAN_86
l_subclavian_R30,metre,systemic,41.1419e-03,ADAN_86
theta_subclavian_R30,dimensionless,systemic,90,defined_by_user
E_subclavian_R30,J_per_m3,systemic,0.4e+6,ADAN_86
r_brachial_R34,metre,systemic,1.96732e-03,ADAN_86
l_brachial_R34,metre,systemic,223.119e-03,ADAN_86
theta_brachial_R34,dimensionless,systemic,180,defined_by_user
E_brachial_R34,J_per_m3,systemic,0.4e+6,ADAN_86
r_vertebral_R272,metre,systemic,0.133527e-2,ADAN_86
l_vertebral_R272,metre,systemic,21.0146e-2,ADAN_86
theta_vertebral_R272,dimensionless,systemic,0,defined_by_user
E_vertebral_R272,J_per_m3,systemic,0.8e+6,ADAN_86
r_basilar_C4,metre,systemic,0.172394e-2,ADAN_218
l_basilar_C4,metre,systemic,2.26443e-2,ADAN_218
theta_basilar_C4,dimensionless,systemic,90,defined_by_user
E_basilar_C4,J_per_m3,systemic,1.6e+6,ADAN_218
r_posterior_cerebral_pre_L6,metre,systemic,0.0816459e-2,ADAN_218
l_posterior_cerebral_pre_L6,metre,systemic,0.697753e-2,ADAN_218
theta_posterior_cerebral_pre_L6,dimensionless,systemic,90,defined_by_user
E_posterior_cerebral_pre_L6,J_per_m3,systemic,1.6e+6,ADAN_218
r_posterior_cerebral_post_L12,metre,systemic,0.0869072e-2,ADAN_218
l_posterior_cerebral_post_L12,metre,systemic,1.28091e-2,ADAN_218
theta_posterior_cerebral_post_L12,dimensionless,systemic,90,defined_by_user
E_posterior_cerebral_post_L12,J_per_m3,systemic,1.6e+6,ADAN_218
r_posterior_cerebral_pre_R204,metre,systemic,0.0816459e-2,ADAN_218
l_posterior_cerebral_pre_R204,metre,systemic,0.77827e-2,ADAN_218
theta_posterior_cerebral_pre_R204,dimensionless,systemic,90,defined_by_user
E_posterior_cerebral_pre_R204,J_per_m3,systemic,1.6e+6,ADAN_218
r_posterior_cerebral_post_R208,metre,systemic,0.0869072e-2,ADAN_218
l_posterior_cerebral_post_R208,metre,systemic,1.28083e-2,ADAN_218
theta_posterior_cerebral_post_R208,dimensionless,systemic,90,defined_by_user
E_posterior_cerebral_post_R208,J_per_m3,systemic,1.6e+6,ADAN_218
R_T_posterior_cerebral_L,Js_per_m6,systemic,1.0e+9,to_be_identified
C_T_posterior_cerebral_L,m6_per_J,systemic,10e-12,to_be_identified
alpha_posterior_cerebral_L,dimensionless,systemic,1.0,ANS_control_param
v_nom_posterior_cerebral_L,m3_per_s,systemic,0.564e-6,ADAN_218
R_T_posterior_cerebral_R,Js_per_m6,systemic,1.0e+9,to_be_identified
C_T_posterior_cerebral_R,m6_per_J,systemic,10e-12,to_be_identified
alpha_posterior_cerebral_R,dimensionless,systemic,1.0,ANS_control_param
v_nom_posterior_cerebral_R,m3_per_s,systemic,0.564e-6,ADAN_218
R_T_external_carotid_L,Js_per_m6,systemic,0.854183e+9,to_be_identified
C_T_external_carotid_L,m6_per_J,systemic,60.105e-12,to_be_identified
alpha_external_carotid_L,dimensionless,systemic,1.0,ANS_control_param
v_nom_external_carotid_L,m3_per_s,systemic,2.77364146e-6,ADAN_218
R_T_external_carotid_R,Js_per_m6,systemic,0.851183e+9,to_be_identified
C_T_external_carotid_R,m6_per_J,systemic,60.317e-12,to_be_identified
alpha_external_carotid_R,dimensionless,systemic,1.0,ANS_control_param
v_nom_external_carotid_R,m3_per_s,systemic,2.74259877e-6,ADAN_218
R_T_middle_cerebral_L,Js_per_m6,systemic,1.0e+9,to_be_identified
C_T_middle_cerebral_L,m6_per_J,systemic,10e-12,to_be_identified
alpha_middle_cerebral_L,dimensionless,systemic,1.0,ANS_control_param
v_nom_middle_cerebral_L,m3_per_s,systemic,2.455e-6,ADAN_218
R_T_middle_cerebral_R,Js_per_m6,systemic,1.0e+9,to_be_identified
C_T_middle_cerebral_R,m6_per_J,systemic,10e-12,to_be_identified
alpha_middle_cerebral_R,dimensionless,systemic,1.0,ANS_control_param
v_nom_middle_cerebral_R,m3_per_s,systemic,2.456e-6,ADAN_218
R_T_anterior_cerebral_L,Js_per_m6,systemic,1.0e+9,to_be_identified
C_T_anterior_cerebral_L,m6_per_J,systemic,10e-12,to_be_identified
alpha_anterior_cerebral_L,dimensionless,systemic,1.0,ANS_control_param
v_nom_anterior_cerebral_L,m3_per_s,systemic,1.550e-6,ADAN_218
R_T_anterior_cerebral_R,Js_per_m6,systemic,1.0e+9,to_be_identified
C_T_anterior_cerebral_R,m6_per_J,systemic,10e-12,to_be_identified
alpha_anterior_cerebral_R,dimensionless,systemic,1.0,ANS_control_param
v_nom_anterior_cerebral_R,m3_per_s,systemic,1.550e-6,ADAN_218
R_T_arm_L,Js_per_m6,systemic,8.1449e+09,28_10_2021_identified
C_T_arm_L,m6_per_J,systemic,100e-12,to_be_identified
alpha_arm_L,dimensionless,systemic,1.0,ANS_control_param
v_nom_arm_L,m3_per_s,systemic,1.565e-6,ADAN_218
R_T_arm_R,Js_per_m6,systemic,8.1449e+09,28_10_2021_identified
C_T_arm_R,m6_per_J,systemic,100e-12,to_be_identified
alpha_arm_R,dimensionless,systemic,1.0,ANS_control_param
v_nom_arm_R,m3_per_s,systemic,1.548e-6,ADAN_218
r_aortic_arch_C94,metre,systemic,11.7401e-03,ADAN_86
l_aortic_arch_C94,metre,systemic,43.2111e-03,ADAN_86
theta_aortic_arch_C94,dimensionless,systemic,90,defined_by_user
E_aortic_arch_C94,J_per_m3,systemic,0.4e+6,ADAN_86
r_thoracic_aorta_C96,metre,systemic,10.4579e-03,ADAN_86
l_thoracic_aorta_C96,metre,systemic,9.89803e-03,ADAN_86
theta_thoracic_aorta_C96,dimensionless,systemic,180,defined_by_user
E_thoracic_aorta_C96,J_per_m3,systemic,0.4e+6,ADAN_86
r_thoracic_aorta_C100,metre,systemic,10.2897e-03,ADAN_86
l_thoracic_aorta_C100,metre,systemic,7.88038e-03,ADAN_86
theta_thoracic_aorta_C100,dimensionless,systemic,180,defined_by_user
E_thoracic_aorta_C100,J_per_m3,systemic,0.4e+6,ADAN_86
r_thoracic_aorta_C104,metre,systemic,10.0681e-03,ADAN_86
l_thoracic_aorta_C104,metre,systemic,15.5561e-03,ADAN_86
theta_thoracic_aorta_C104,dimensionless,systemic,180,defined_by_user
E_thoracic_aorta_C104,J_per_m3,systemic,0.4e+6,ADAN_86
r_thoracic_aorta_C108,metre,systemic,9.87279e-03,ADAN_86
l_thoracic_aorta_C108,metre,systemic,5.32705e-03,ADAN_86
theta_thoracic_aorta_C108,dimensionless,systemic,180,defined_by_user
E_thoracic_aorta_C108,J_per_m3,systemic,0.4e+6,ADAN_86
r_thoracic_aorta_C112,metre,systemic,8.47543e-03,ADAN_86
l_thoracic_aorta_C112,metre,systemic,121.566e-03,ADAN_86
theta_thoracic_aorta_C112,dimensionless,systemic,180,defined_by_user
E_thoracic_aorta_C112,J_per_m3,systemic,0.4e+6,ADAN_86
r_abdominal_aorta_C114,metre,systemic,7.51533e-03,ADAN_86
l_abdominal_aorta_C114,metre,systemic,3.24767e-03,ADAN_86
theta_abdominal_aorta_C114,dimensionless,systemic,180,defined_by_user
E_abdominal_aorta_C114,J_per_m3,systemic,0.4e+6,ADAN_86
R_T_trunk_C,Js_per_m6,systemic,0.2e+9,to_be_identified
C_T_trunk_C,m6_per_J,systemic,4e-9,to_be_identified
alpha_trunk_C,dimensionless,systemic,1.0,ANS_control_param
v_nom_trunk_C,m3_per_s,systemic,37.28e-6,ADAN_218
r_abdominal_aorta_C136,metre,systemic,7.42666e-03,ADAN_86
l_abdominal_aorta_C136,metre,systemic,13.9886e-03,ADAN_86
theta_abdominal_aorta_C136,dimensionless,systemic,180,defined_by_user
E_abdominal_aorta_C136,J_per_m3,systemic,0.4e+6,ADAN_86
r_abdominal_aorta_C164,metre,systemic,7.29199e-03,ADAN_86
l_abdominal_aorta_C164,metre,systemic,4.31913e-03,ADAN_86
theta_abdominal_aorta_C164,dimensionless,systemic,180,defined_by_user
E_abdominal_aorta_C164,J_per_m3,systemic,0.4e+6,ADAN_86
r_abdominal_aorta_C176,metre,systemic,7.18902e-03,ADAN_86
l_abdominal_aorta_C176,metre,systemic,11.9773e-03,ADAN_86
theta_abdominal_aorta_C176,dimensionless,systemic,180,defined_by_user
E_abdominal_aorta_C176,J_per_m3,systemic,0.4e+6,ADAN_86
r_abdominal_aorta_C188,metre,systemic,6.79934e-03,ADAN_86
l_abdominal_aorta_C188,metre,systemic,54.0907e-03,ADAN_86
theta_abdominal_aorta_C188,dimensionless,systemic,180,defined_by_user
E_abdominal_aorta_C188,J_per_m3,systemic,0.4e+6,ADAN_86
r_abdominal_aorta_C192,metre,systemic,6.12422e-03,ADAN_86
l_abdominal_aorta_C192,metre,systemic,42.231e-03,ADAN_86
theta_abdominal_aorta_C192,dimensionless,systemic,180,defined_by_user
E_abdominal_aorta_C192,J_per_m3,systemic,0.4e+6,ADAN_86
r_common_iliac_L194,metre,systemic,4.28142e-03,ADAN_86
l_common_iliac_L194,metre,systemic,74.0524e-03,ADAN_86
theta_common_iliac_L194,dimensionless,systemic,180,defined_by_user
E_common_iliac_L194,J_per_m3,systemic,0.4e+6,ADAN_86
r_external_iliac_L198,metre,systemic,3.28821e-03,ADAN_86
l_external_iliac_L198,metre,systemic,102.358e-03,ADAN_86
theta_external_iliac_L198,dimensionless,systemic,180,defined_by_user
E_external_iliac_L198,J_per_m3,systemic,0.8e+6,ADAN_86
r_common_iliac_R216,metre,systemic,4.30633e-03,ADAN_86
l_common_iliac_R216,metre,systemic,76.4393e-03,ADAN_86
theta_common_iliac_R216,dimensionless,systemic,180,defined_by_user
E_common_iliac_R216,J_per_m3,systemic,0.4e+6,ADAN_86
r_external_iliac_R220,metre,systemic,3.28821e-03,ADAN_86
l_external_iliac_R220,metre,systemic,102.358e-03,ADAN_86
theta_external_iliac_R220,dimensionless,systemic,180,defined_by_user
E_external_iliac_R220,J_per_m3,systemic,0.8e+6,ADAN_86
r_femoral_L200,metre,systemic,3.17347e-03,ADAN_86
l_femoral_L200,metre,systemic,31.5982e-03,ADAN_86
theta_femoral_L200,dimensionless,systemic,180,defined_by_user
E_femoral_L200,J_per_m3,systemic,0.8e+6,ADAN_86
r_femoral_R222,metre,systemic,3.17347e-03,ADAN_86
l_femoral_R222,metre,systemic,31.5982e-03,ADAN_86
theta_femoral_R222,dimensionless,systemic,180,defined_by_user
E_femoral_R222,J_per_m3,systemic,0.8e+6,ADAN_86
R_T_leg_L,Js_per_m6,systemic,0.28e+9,to_be_identified
C_T_leg_L,m6_per_J,systemic,400e-12,to_be_identified
alpha_leg_L,dimensionless,systemic,1.0,ANS_control_param
v_nom_leg_L,m3_per_s,systemic,7.327e-6,ADAN_218
R_T_leg_R,Js_per_m6,systemic,0.28e+9,to_be_identified
C_T_leg_R,m6_per_J,systemic,400e-12,to_be_identified
alpha_leg_R,dimensionless,systemic,1.0,ANS_control_param
v_nom_leg_R,m3_per_s,systemic,7.291e-6,ADAN_218
R_venous_lb,Js_per_m6,systemic,0.1e-6,small_chosen
C_venous_lb,m6_per_J,systemic,1.0e-6,to_be_identified
I_venous_lb,Js2_per_m6,systemic,0.1e-6,small_chosen
R_venous_ub,Js_per_m6,systemic,0.1e-6,small_chosen
C_venous_ub,m6_per_J,systemic,1.0e-6,to_be_identified
I_venous_ub,Js2_per_m6,systemic,0.1e-6,small_chosen
R_venous_ivc,Js_per_m6,systemic,0.1e-6,small_chosen
C_venous_ivc,m6_per_J,systemic,1.0e-6,to_be_identified
I_venous_ivc,Js2_per_m6,systemic,0.1e-6,small_chosen
R_venous_svc,Js_per_m6,systemic,0.1e-6,small_chosen
C_venous_svc,m6_per_J,systemic,1.0e-6,to_be_identified
I_venous_svc,Js2_per_m6,systemic,0.1e-6,small_chosen
